Index,Nom de l'animal,Règne,Embranchement,Sous-embranchement,Classe,Sous-classe,Infra-classe,Ordre,Super-ordre,Sous-ordre,Infra-ordre,Famille,Super-famille,Sous-famille,Genre,Sous-genre,Tribu,Clade
998,Boomslang,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Dispholidus,,,
999,Eastern Garter Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Thamnophis,,,
1000,Red-Bellied Black Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Pseudechis,,,
1001,Jackson's Chameleon,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Chamaeleonidae,,,Trioceros,,,
1002,Brown Tree Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Boiga,,,
1003,Eastern Racer,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Coluber,,,
1004,Milk Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Lampropeltis,,,
1005,Plains Garter Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Thamnophis,,,
1006,Oriental Ratsnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Ptyas,,,
1007,Mexican Beaded Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Helodermatidae,,,Heloderma,,,
1008,Yellow-Lipped Sea Krait,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Elapidae,,,Laticauda,,,
1009,Florida Softshell Turtle,Animaux,Chordés,Vertébrés,Reptiles,,,Testudines,,Cryptodira,,Trionychidae,,,Apalone,,,
1010,Viviparous Lizard,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Lacertidae,,,Zootoca,,,
1011,Gaboon Viper,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Viperidae,,,Bitis,,,
1012,Rough Green Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Opheodrys,,,
1013,Southern Black Racer,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Coluber,,,
1014,Plain-Bellied Water Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Nerodia,,,
1015,Knight Anole,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Iguania,,Dactyloidae,,,Anolis,,,
1016,Grass Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Natrix,,,
1017,Mangrove Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Boiga,,,
1018,Aesculapian  Snake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Zamenis,,,
1019,Slowworm,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,,,Anguidae,,,Anguis,,,
1020,Scarlet Kingsnake,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Colubridae,,,Lampropeltis,,,
1021,Galah,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Eolophus,,,
1022,Sarus Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Antigone,,,
1023,Spix's Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Cyanopsitta,,,
1024,House Crow,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Corvidae,,,Corvus,,,
1025,Griffon Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Aegypiinae,Gyps,,,
1026,Egyptian Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Alopochen,,,
1027,Siberian Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Leucogeranus,,,
1028,Common Blackbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Turdus,,,
1029,Blue Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1030,Great Auk,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Alcidae,,,Pinguinus,,,
1031,Scarlet macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Ara,,,
1032,Spotted Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Spilopelia,,,
1033,Emperor Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Aptenodytes,,,
1034,Bald Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,,,
1035,White Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Cacatua,,,
1036,Yellow-Crested Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Cacatua,,,
1037,Eastern Bluebird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Sialia,,,
1038,Little Blue Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptula,,,
1039,Pied Crow,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Corvidae,,,Corvus,,,
1040,Red-Crested Cardinal,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Thraupidae,,,Paroaria,,,
1041,Hyacinth Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Anodorhynchus,,,
1042,Blue-and-Gold Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Ara,,,
1043,Cockatiel,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,Nymphicinae,Nymphicus,,,
1044,Grey Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Ardea,,,
1045,Gang-Gang Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Callocephalon,,,
1046,White-Backed Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Aegypiinae,Gyps,,,
1047,Mountain Bluebird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Sialia,,,
1048,Black Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1049,Red-Tailed Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1050,Common Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Alcedininae,Alcedo,,,
1051,Golden Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Buteoninae,Aquila,,,
1052,Major Mitchell's Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Lophochroa,,,
1053,American Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicopterus,,,
1054,Grey Crowned Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Balearica,,,
1055,Andean Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicoparrus,,,
1056,Red-Crowned Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1057,Azure Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Alcedininae,Ceyx,,,
1058,Common Buzzard,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1059,Wilson's Bird-of-Paradise,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Paradisaeidae,,,Diphyllodes,,,
1060,Wandering Albatross,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Diomedeidae,,,Diomedea,,,
1061,Belted Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Cerylinae,Megaceryle,,,
1062,Galah,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Eolophus,,,
1063,Sarus Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Antigone,,,
1064,Spix's Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Cyanopsitta,,,
1065,House Crow,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Corvidae,,,Corvus,,,
1066,Griffon Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Aegypiinae,Gyps,,,
1067,Egyptian Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Alopochen,,,
1068,Siberian Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Leucogeranus,,,
1069,Common Blackbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Turdus,,,
1070,Blue Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1071,Great Auk,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Alcidae,,,Pinguinus,,,
1072,Scarlet macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Ara,,,
1073,Spotted Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Spilopelia,,,
1074,Emperor Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Aptenodytes,,,
1075,Bald Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,,,
1076,White Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Cacatua,,,
1077,Yellow-Crested Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Cacatua,,,
1078,Eastern Bluebird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Sialia,,,
1079,Little Blue Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptula,,,
1080,Pied Crow,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Corvidae,,,Corvus,,,
1081,Red-Crested Cardinal,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Thraupidae,,,Paroaria,,,
1082,Hyacinth Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Anodorhynchus,,,
1083,Blue-and-Gold Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Ara,,,
1084,Cockatiel,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,Nymphicinae,Nymphicus,,,
1085,Grey Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Ardea,,,
1086,Gang-Gang Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Callocephalon,,,
1087,White-Backed Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Aegypiinae,Gyps,,,
1088,Mountain Bluebird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Sialia,,,
1089,Black Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1090,Red-Tailed Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1091,Common Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Alcedininae,Alcedo,,,
1092,Golden Eagle,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Buteoninae,Aquila,,,
1093,Major Mitchell's Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Lophochroa,,,
1094,American Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicopterus,,,
1095,Grey Crowned Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Balearica,,,
1096,Andean Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicoparrus,,,
1097,Red-Crowned Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1098,Azure Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Alcedininae,Ceyx,,,
1099,Common Buzzard,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1100,Wilson's Bird-of-Paradise,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Paradisaeidae,,,Diphyllodes,,,
1101,Wandering Albatross,Animaux,Chordés,,Oiseaux,,,Procellariiformes,,,,Diomedeidae,,,Diomedea,,,
1102,Belted Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Cerylinae,Megaceryle,,,
1103,Palm Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Probosciger,,,
1104,Mandarin Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Aix,,,
1105,Diamond Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Geopelia,,,
1106,Lappet-Faced Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Torgos,,,
1107,Yellow-Crowned Amazon,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Amazona,,,
1108,Wood Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Aix,,,
1109,Rüppell's Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Aegypiinae,Gyps,,,
1110,Greater Bird-of-Paradise,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Paradisaeidae,,,Paradisaea,,,
1111,White Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Gygis,,,
1112,Mute Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1113,Green Bee-Eater,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,,,Meropidae,,,Merops,,,
1114,Rock Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Columba,,,
1115,Himalayan Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,Aegypiinae,Gyps,,,
1116,Chilean Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicopterus,,,
1117,King Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Cathartidae,,,Sarcoramphus,,,
1118,Kori Bustard,Animaux,Chordés,,Oiseaux,,,Otidiformes,,,,Otididae,,,Ardeotis,,,
1119,Greater Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicopterus,,,
1120,Sulphur-Crested Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Cacatua,,,
1121,Demoiselle Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1122,Malachite Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Alcedininae,Corythornis,,,
1123,Great Egret,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Ardea,,,
1124,Lesser Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicoparrus,,,
1125,Red-Tailed Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Calyptorhynchus,,,
1126,Great Blue Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Ardea,,,
1127,Black Crowned Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Balearica,,,
1128,Red-Lored Amazon,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Amazona,,,
1129,Luzon Bleeding-Heart,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Gallicolumba,,,
1130,King Bird-of-Paradise,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Paradisaeidae,,,Cicinnurus,,,
1131,Emu,Animaux,Chordés,,Oiseaux,,,Casuariiformes,,,,Casuariidae,,,Dromaius,,,
1132,Egyptian Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Neophron,,,
1133,Arctic Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Sterna,,,
1134,Fairy Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Sternula,,,
1135,Mourning Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Zenaida,,,
1136,Lear's Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Anodorhynchus,,,
1137,Painted Bunting,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Cardinalidae,,,Passerina,,,
1138,Great White Pelican,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Pelecanidae,,,Pelecanus,,,
1139,Yellow-Headed Amazon,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Amazona,,,
1140,Gray Catbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Mimidae,,,Dumetella,,,
1141,Whooper Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1142,American White Pelican,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Pelecanidae,,,Pelecanus,,,
1143,Pied Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Cerylinae,Ceryle,,,
1144,Northern Cardinal,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Cardinalidae,,,Cardinalis,,,
1145,Sandhill Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Antigone,,,
1146,Hooded Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Necrosyrtes,,,
1147,Trumpeter Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1148,Military Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Ara,,,
1149,Cattle Egret,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Bubulcus,,,
1150,California Condor,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Cathartidae,,,Gymnogyps,,,
1151,Black Vulture,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Cathartidae,,,Coragyps,,,
1152,Crested Caracara,Animaux,Chordés,,Oiseaux,,,Falconiformes,,,,Falconidae,,,Caracara,,Caracarini,
1153,Western Bluebird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Turdidae,,,Sialia,,,
1154,Wattled Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Grus,,,
1155,Green-Winged Macaw,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Ara,,,
1156,Southern Cassowary,Animaux,Chordés,,Oiseaux,,,Casuariiformes,,,,Casuariidae,,,Casuarius,,,
1157,Great Horned Owl,Animaux,Chordés,,Oiseaux,,,Strigiformes,,,,Strigidae,,,Bubo,,,
1158,Goldcrest,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Regulidae,,,Regulus,,,
1159,Giant Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Cerylinae,Megaceryle,,,
1160,White-Naped Crane,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Gruidae,,,Antigone,,,
1161,African Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Spheniscus,,,
1162,White Stork,Animaux,Chordés,,Oiseaux,,,Ciconiiformes,,,,Ciconiidae,,,Ciconia,,,
1163,Satin Bowerbird,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Ptilonorhynchidae,,,Ptilonorhynchus,,,
1164,Snow goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Anser,,,
1165,James's Flamingo,Animaux,Chordés,,Oiseaux,,,Phoenicopteriformes,,,,Phoenicopteridae,,,Phoenicoparrus,,,
1166,Rockhopper Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptes,,,
1167,Dalmatian Pelican,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Pelecanidae,,,Pelecanus,,,
1168,Hawaiian Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Branta,,,
1169,Jambu Fruit Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Ptilinopus,,,
1170,Orange-Winged Amazon,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Amazona,,,
1171,Carnaby's Black Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Calyptorhynchus,Zanda,,
1172,White-Winged Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Asarcornis,,,
1173,Cape Barren Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,Anserinae,Cereopsis,,,
1174,Great Bustard,Animaux,Chordés,,Oiseaux,,,Otidiformes,,,,Otididae,,,Otis,,,
1175,Yellow-Breasted Chat,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Icteridae,,,Icteria,,,
1176,Anhinga,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Anhingidae,,,Anhinga,,,
1177,Goffin's Cockatoo,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Cacatuidae,,,Cacatua,Licmetis,,
1178,Flightless Cormorant,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Phalacrocoracidae,,,Phalacrocorax,,,
1179,Double-Crested Cormorant,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Suliformes,Neoaves,,,Phalacrocoracidae,,,Phalacrocorax,,,
1180,Eurasian Collared Dove,Animaux,Chordés,,Oiseaux,,,Columbiformes,,,,Columbidae,,,Streptopelia,,,
1181,Black-Necked Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1182,Inca Tern,Animaux,Chordés,,Oiseaux,,,Charadriiformes,,,,Laridae,,,Larosterna,,,
1183,Black-Crowned Night Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Nycticorax,,,
1184,Collared Kingfisher,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Coraciiformes,Neoaves,Alcedini,,Alcedinidae,,Halcyoninae,Todiramphus,,,
1185,Snow Bunting,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Calcariidae,,,Plectrophenax,,,
1186,Green Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Butorides,,,
1187,Yello-Naped Amazon,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Amazona,,,
1188,Lark Bunting,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Emberizidae,,,Calamospiza,,,
1189,Tricolored Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Egretta,,,
1190,Canada Goose,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Branta,,,
1191,American Coot,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Gruiformes,Neoaves,,,Rallidae,,,Fulica,,,
1192,Ferruginous Hawk,Animaux,Chordés,,Oiseaux,,,Accipitriformes,,,,Accipitridae,,,Buteo,,,
1193,Tundra Swan,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Cygnus,,,
1194,Black-Capped Chickadee,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Paridae,,,Poecile,,,
1195,Little Blue Heron,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Egretta,,,
1196,Blue Duck,Animaux,Chordés,,Oiseaux,,,Anseriformes,,,,Anatidae,,,Hymenolaimus,,,
1197,Galápagos Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Spheniscus,,,
1198,Red Crossbill,Animaux,Chordés,,Oiseaux,,,Passeriformes,,,,Fringillidae,,Carduelinae,Loxia,,,
1199,White-Necked Stork,Animaux,Chordés,,Oiseaux,,,Ciconiiformes,,,,Ciconiidae,,,Ciconia,,,
1200,Common Nighthawk,Animaux,Chordés,,Oiseaux,,,Caprimulgiformes,,,,Caprimulgidae,,,Chordeiles,,,
1201,Erect-Crested Penguin,Animaux,Chordés,,Oiseaux,,,Sphenisciformes,,,,Spheniscidae,,,Eudyptes,,,
1202,American Bittern,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Ardeidae,,,Botaurus,,,
1203,Yellow-Billed Cuckoo,Animaux,Chordés,,Oiseaux,,,Cuculiformes,,,,Cuculidae,,,Coccyzus,,,
1204,Australian Pelican,Animaux,Chordés,,Oiseaux,Neornithes,Neognathae,Pelecaniformes,Neoaves,,,Pelecanidae,,,Pelecanus,,,
1205,Cuban Amazon,Animaux,Chordés,,Oiseaux,,,Psittaciformes,,,,Psittacidae,,,Amazona,,,
1206,Ostrich,Animaux,Chordés,,Oiseaux,,,Struthioniformes,,,,Struthionidae,,,Struthio,,,
